"","start","end","chr_name","targets","CUB_dmel","ns","s"
"154",2838474,2839450,"2L",12.068337024344,0.160911160324587,40,35
"155",2840997,2842435,"2L",12.4796443446994,0.132762173879781,47,47
"157",2864984,2867664,"2L",16.467087635433,0.191477763202709,29,57
"159",2875388,2876359,"2L",8.79289230711074,0.157015934055549,18,38
"160",2878593,2878955,"2L",6.65723366964647,0.154819387666197,20,23
"161",2879264,2880468,"2L",29.3206380181446,0.287457235472006,41,61
"168",2993735,2998245,"2L",22.0013358527442,0.118286751896474,80,106
"169",2993735,2998245,"2L",23.3803117458471,0.125700600784124,80,106
"201",2877191,2878137,"2L",3.80932265416197,0.0906981584324279,12,30
"203",2849735,2853262,"2L",12.441955898201,0.197491363463508,24,39
"205",2834970,2837788,"2L",13.6307995807836,0.162271423580757,44,40
"206",2836164,2837788,"2L",10.0053781892219,0.208445378942122,25,23
"211",2655460,2656151,"2L",5.94562427658125,0.169874979330893,7,28
"217",2760033,2763208,"2L",23.6340591248633,0.16527314073331,51,92
"222",2809311,2811756,"2L",25.9547223250518,0.227673002851332,39,75
"223",2812538,2814262,"2L",26.4842436862847,0.238596789966529,38,73
"228",2768648,2769565,"2L",9.35411963436561,0.190900400701339,20,29
"233",2743461,2744924,"2L",16.4408168303103,0.164408168303103,45,55
"239",2565088,2573009,"2L",9.62659391425249,0.0972383223661868,43,56
"252",2383299,2384728,"2L",25.9061567721544,0.315928741123834,30,52
"254",2420896,2422412,"2L",15.1311379996692,0.155991113398652,35,62
"258",2517199,2517956,"2L",7.3650495428965,0.14730099085793,17,33
"267",2290332,2290622,"2L",4.50371061729158,0.195813505099634,5,18
"270",2268359,2269093,"2L",13.6125140074614,0.316570093196776,17,26
"273",2250536,2251270,"2L",18.2363445950274,0.379923845729737,24,24
"275",2238349,2239365,"2L",11.3816519532706,0.227633039065413,19,31
"281",1982312,1984390,"2L",7.70531451213495,0.0875603921833517,27,61
"282",1988389,1988832,"2L",4.48693283415035,0.166182697561124,11,16
"283",2008530,2008852,"2L",3.37552526110502,0.198560309476766,9,8
"296",2216578,2216808,"2L",2.7991979918588,0.1999427137042,6,8
"307",1984709,1987652,"2L",17.3813843841803,0.280344909422263,18,44
"308",1984709,1986885,"2L",16.186923487966,0.241595872954716,19,48
"309",1976545,1980612,"2L",16.6050651514153,0.0822032928287885,97,105
"310",1951059,1954325,"2L",25.8020316084954,0.198477166219195,55,75
"313",1522703,1524156,"2L",18.5331964363793,0.234597423245308,37,42
"315",1690638,1696146,"2L",15.1144287385239,0.142588950363433,47,59
"316",1705112,1706224,"2L",9.1482004841792,0.254116680116089,9,27
"319",1729984,1730946,"2L",7.20760787761525,0.144152157552305,11,39
"321",1752383,1752766,"2L",3.44840217316684,0.164209627293659,8,13
"327",1793671,1794917,"2L",15.4099865053228,0.167499853318726,44,48
"331",1750874,1752025,"2L",6.6112261208322,0.11018710201387,6,54
"336",1711755,1715556,"2L",28.4244139171677,0.182207781520306,57,99
"338",1612773,1614076,"2L",14.6960848034223,0.249086183108852,24,35
"339",1595046,1611071,"2L",19.2714533459088,0.130212522607492,53,95
"340",1584993,1587032,"2L",13.309933028531,0.115738548074183,41,74
"342",1240068,1242142,"2L",14.8954546578522,0.0999694943480016,51,98
"343",1256891,1293683,"2L",18.3522648566465,0.0826678597146238,86,136
"347",1492314,1493567,"2L",15.5261065801604,0.209812251083248,30,44
"348",1494146,1495360,"2L",16.5039900043218,0.257874843817528,19,45
"359",1353042,1354005,"2L",9.25504663040649,0.201196665878402,12,34
"360",1351863,1352815,"2L",12.3265019810017,0.241696117274543,18,33
"361",930335,957449,"2L",31.8678460037855,0.169509819169072,83,105
"363",1078035,1080707,"2L",12.3187882611931,0.0899181624904604,52,85
"366",1112988,1113947,"2L",8.79813766544682,0.15435329237626,31,26
"368",1134859,1139953,"2L",34.0157262437095,0.255757340178267,81,52
"371",1150863,1151408,"2L",10.3996198946679,0.315139996808117,12,21
"372",1158976,1160097,"2L",17.9200327900782,0.30372936932336,32,27
"378",1184166,1185514,"2L",14.1204791964322,0.198879988682143,30,41
"381",1198602,1199138,"2L",6.89968342873436,0.181570616545641,20,18
"385",1160447,1163088,"2L",38.248962924967,0.367778489663144,51,53
"392",1026279,1026785,"2L",14.140400189853,0.30085957850751,30,17
"398",776542,776838,"2L",7.25137768480529,0.302140736866887,14,10
"399",779204,779560,"2L",10.5111884444738,0.25026639153509,16,26
"412",877362,878170,"2L",7.7137469876028,0.202993341779021,14,24
"452",547417,551857,"2L",18.3184761486234,0.172815812722862,61,45
"521",5071155,5071752,"2L",7.37813480240112,0.368906740120056,8,12
"522",5094106,5095188,"2L",8.01265012999755,0.157110786862697,17,34
"551",5210502,5212376,"2L",8.3758827259359,0.107383111870973,25,53
"559",5329890,5330338,"2L",4.73854719786162,0.18225181530237,12,14
"561",5339228,5342055,"2L",23.7906214803757,0.21241626321764,36,76
"562",5330871,5332414,"2L",10.7366268107127,0.147077079598804,24,49
"572",5461918,5466709,"2L",17.2765195059325,0.123403710756661,69,71
"573",5517842,5518819,"2L",5.85201772715824,0.124511015471452,13,34
"574",5520401,5521286,"2L",3.49479527632165,0.183936593490613,7,12
"577",5527075,5527797,"2L",6.65247660284491,0.151192650064657,16,28
"578",5528253,5530161,"2L",13.7697947775805,0.128689670818509,40,67
"583",5555304,5558694,"2L",13.3493238238205,0.118135609060358,20,93
"591",5537463,5539110,"2L",23.8895208387536,0.229706931141862,46,58
"592",5535936,5536726,"2L",9.2501975823515,0.18500395164703,23,27
"593",5530717,5532147,"2L",14.9625344646604,0.15267892310878,35,63
"600",5802405,5803840,"2L",16.9874688017902,0.193039418202161,44,44
"601",5886020,5886432,"2L",3.06112503938825,0.161111844178329,7,12
"602",5908345,5921239,"2L",30.0861137319387,0.0601722274638774,128,372
"603",5926192,5938052,"2L",61.3798000867177,0.268034061514051,111,118
"607",5955617,5956225,"2L",4.32508690717562,0.135158965849238,13,19
"608",5923217,5923471,"2L",5.95455925895556,0.198485308631852,22,8
"610",5903584,5904661,"2L",11.9473029235278,0.14055650498268,37,48
"613",5860183,5861607,"2L",18.6679582532457,0.224915159677659,31,52
"616",5763601,5766015,"2L",12.5063504791595,0.201715330309024,26,36
"617",5762677,5766015,"2L",10.6519072433487,0.193671040788158,25,30
"618",5734132,5736924,"2L",6.57857456715478,0.0671283119097427,29,69
"621",5957066,5957569,"2L",13.4614451224356,0.244753547680648,32,23
"623",5969902,5970981,"2L",7.96478594221741,0.112180083693203,35,36
"624",5969902,5970567,"2L",8.15025384361578,0.159808898894427,26,25
"627",6020850,6021669,"2L",10.4067794909833,0.18257507878918,23,34
"631",6057054,6059007,"2L",27.6816482568742,0.258706993054899,42,65
"640",6125249,6125752,"2L",7.46310071363793,0.191361556759947,19,20
"642",6139549,6144849,"2L",63.4155761889655,0.217922942230122,89,202
"646",6097171,6098696,"2L",19.1697484834809,0.21299720537201,48,42
"655",6023612,6024464,"2L",17.0732111910825,0.271003352239405,35,28
"656",6013258,6019193,"2L",21.8241224216721,0.186530960868992,62,55
"657",6007911,6012236,"2L",18.4003203199868,0.0888904363284384,80,127
"658",6007911,6010606,"2L",16.7323797312464,0.0950703393820816,69,107
"663",5963141,5964283,"2L",13.054370795324,0.174058277270987,38,37
"664",5959837,5960259,"2L",9.34793834483533,0.283270858934404,19,14
"665",5958049,5958591,"2L",15.0513261900895,0.283987286605463,24,29
"668",6255876,6256523,"2L",14.4588655671251,0.27280878428538,21,32
"670",6325268,6330640,"2L",17.1817943909486,0.0753587473287221,75,153
"673",6368141,6370096,"2L",29.5204632254022,0.246003860211685,44,76
"675",6412704,6414068,"2L",13.9826882585545,0.172625780969809,41,40
"676",6424526,6426119,"2L",11.7228331053629,0.169896131961781,14,55
"677",6456471,6458582,"2L",12.6039461190061,0.150046977607216,33,51
"679",6489191,6490108,"2L",11.9531029559066,0.20608798199839,24,34
"680",6491235,6496062,"2L",10.6674449220678,0.104582793353606,29,73
"681",6493064,6494438,"2L",8.43674052649443,0.109568058785642,25,52
"685",6474802,6476745,"2L",16.1441190020603,0.181394595528767,43,46
"686",6468848,6473691,"2L",14.2848219195612,0.185517167786509,28,49
"687",6468848,6471664,"2L",14.5577443443098,0.199421155401504,27,46
"690",6449855,6455597,"2L",18.5978852913444,0.146440041664129,42,85
"691",6415439,6422509,"2L",101.817632015774,0.259738857183098,127,265
"693",6352327,6354331,"2L",22.4746576455032,0.170262557920479,60,72
"695",6346677,6348151,"2L",10.4402663933966,0.163129162396822,23,41
"697",6263638,6264453,"2L",13.3410510378808,0.238233054247871,24,32
"708",6743017,6755294,"2L",38.3262918640922,0.383262918640922,34,66
"710",6736452,6740176,"2L",40.6702076470359,0.182377612766977,92,131
"713",6712346,6714691,"2L",11.9936065727426,0.149920082159283,33,47
"714",6711706,6714691,"2L",12.4881209253245,0.152294157625909,34,48
"726",6625391,6632318,"2L",11.1916375913867,0.0990410406317405,48,65
"727",6565173,6566117,"2L",5.89016951144433,0.133867488896462,12,32
"730",6528013,6546502,"2L",45.3596841042882,0.242565155637905,106,81
"731",6528013,6535900,"2L",42.2154374007509,0.225751002143053,105,82
"732",6774693,6777730,"2L",15.3873234394057,0.141168104948676,44,65
"733",6775783,6777730,"2L",17.473087757031,0.166410359590771,43,62
"734",6803052,6804255,"2L",10.3585646109133,0.124801983264016,30,53
"735",6822600,6838155,"2L",48.1535480439911,0.211199772122768,118,110
"736",6852422,6853654,"2L",6.43475982935848,0.105487866055057,22,39
"737",6854246,6860769,"2L",32.0108730714336,0.0922503546727194,143,204
"755",6932688,6940918,"2L",18.9728315679456,0.0626166058348041,111,192
"756",6915046,6919942,"2L",10.9649047587076,0.156641496552965,37,33
"760",6906921,6907777,"2L",5.95833256232652,0.148958314058163,12,28
"761",6861037,6864340,"2L",18.4227184117047,0.140631438257288,59,72
"762",6861037,6864427,"2L",18.0486145767776,0.135703868998328,61,72
"763",6802251,6802637,"2L",6.09610835946155,0.141769961847943,28,15
"769",7021715,7022337,"2L",6.76725215976305,0.199036828228325,10,24
"771",7057407,7061718,"2L",9.52726396347436,0.0648113194794174,75,72
"772",7057407,7059252,"2L",6.48914542886112,0.0600846798968622,56,52
"774",7182347,7185289,"2L",11.2342461628548,0.153893783052806,19,54
"775",7220536,7222980,"2L",18.9740198418323,0.170937115692183,27,84
"776",7218911,7219111,"2L",1.54987270337171,0.129156058614309,4,8
"778",7191405,7193363,"2L",15.1228894251553,0.149731578466884,48,53
"779",7185832,7187636,"2L",29.9918330518835,0.322492828514876,31,62
"781",7064464,7065765,"2L",7.33264768364128,0.104752109766304,26,44
"784",7025176,7026777,"2L",18.738030851633,0.210539672490258,52,37
"785",7015089,7023705,"2L",25.3565943560066,0.0895992733427796,117,166
"787",7378401,7384184,"2L",27.7086739092974,0.121529271532006,50,178
"788",7378401,7382336,"2L",23.4588727717165,0.137186390477874,36,135
"789",7388676,7390825,"2L",12.1952936969687,0.156349919191906,14,64
"790",7403297,7404361,"2L",7.93268624986578,0.214396925672048,9,28
"794",7427201,7429869,"2L",12.3946189251322,0.153019986730027,28,53
"795",7428159,7429869,"2L",13.8762471392224,0.198232101988891,23,47
"801",7455011,7460571,"2L",11.7594183502028,0.213807606367323,8,47
"802",7455011,7458754,"2L",9.65748766062248,0.137964109437464,25,45
"803",7455011,7457371,"2L",18.4714297420357,0.29319729749263,18,45
"804",7455011,7456477,"2L",21.0262707950853,0.262828384938566,26,54
"805",7452544,7454169,"2L",8.5351433856358,0.120213287121631,12,59
"807",7430676,7433176,"2L",12.3590469281813,0.220697266574666,15,41
"808",7409030,7409704,"2L",7.38061508547008,0.15703436352064,22,25
"812",7605682,7607495,"2L",21.1804595923149,0.232752303212252,26,65
"813",7613405,7616323,"2L",22.9159436516626,0.143224647822891,72,88
"818",7703147,7710511,"2L",35.3202693392475,0.154236984014181,82,147
"821",7747381,7747754,"2L",7.52893355447683,0.313705564769868,8,16
"823",7780118,7781242,"2L",10.6666409618413,0.20512771080464,9,43
"830",7791761,7795834,"2L",13.3970183847584,0.115491537799641,28,88
"833",7740959,7741481,"2L",10.1763277864095,0.216517612476797,27,20
"845",7985675,7986702,"2L",10.4285355540817,0.186223849180031,26,30
"846",7999113,7999547,"2L",5.08983578331519,0.137563129278789,19,18
"847",8011745,8026769,"2L",19.5488041680681,0.135755584500473,50,94
"848",8012989,8026769,"2L",23.0629286957528,0.156890671399679,53,94
"851",8041149,8041795,"2L",7.65767504712457,0.139230455402265,32,23
"852",8072971,8073713,"2L",8.76103916587685,0.182521649289101,17,31
"853",8074959,8080610,"2L",19.6975341306339,0.0781648179787059,56,196
"854",8072006,8072761,"2L",5.35186739386109,0.148662983162808,12,24
"855",8054514,8071566,"2L",98.0970973398347,0.136816035341471,204,513
"857",8004654,8007132,"2L",19.9517474434003,0.157100373570081,61,66
"858",7999847,8004188,"2L",10.9926073492022,0.142761134405223,34,43
"866",7846821,7853301,"2L",24.2964992300266,0.119687188325254,93,110
"867",7825704,7827169,"2L",18.5396200575398,0.421355001307722,11,33
"882",8303541,8305160,"2L",12.4141912053913,0.172419322297102,21,51
"887",8329704,8332690,"2L",5.73732807072593,0.163923659163598,17,18
"888",8338440,8341162,"2L",6.67178734412317,0.208493354503849,11,21
"902",8221552,8230194,"2L",11.7510474078318,0.053657750720693,65,154
"903",8221552,8230194,"2L",13.7628208215595,0.0637167630627754,64,152
"904",8221552,8230194,"2L",14.1773408190909,0.0656358371254206,64,152
"906",8216977,8217899,"2L",6.24186316717708,0.156046579179427,13,27
"914",8134626,8159432,"2L",130.29246687071,0.296793774192962,237,202
"926",8399044,8399969,"2L",13.823969374609,0.230399489576816,29,31
"949",8495153,8496268,"2L",16.0888576441532,0.292524684439149,17,38
"966",8686318,8687031,"2L",4.98595964823222,0.155811239007257,11,21
"967",8705695,8707275,"2L",6.46173399578736,0.107695566596456,10,50
"990",8980732,8981297,"2L",6.3209606766184,0.300998127458019,6,15
"991",8992063,8993307,"2L",6.92171772296723,0.203579933028448,8,26
"993",8997664,8998383,"2L",10.1639372694969,0.175240297749946,29,29
"999",9127023,9163446,"2L",24.2273393912117,0.16044595623319,59,92
"1000",9164348,9165217,"2L",6.93390840311961,0.126071061874902,26,29
"1005",8995605,8997263,"2L",5.4718430224333,0.109436860448666,5,45
"1008",8960321,8962354,"2L",95.1132471805907,0.587118809756733,92,70
"1014",9338155,9340759,"2L",11.7080409330257,0.156107212440342,24,51
"1015",9342995,9344320,"2L",14.7751539577495,0.162364329206039,47,44
"1017",9387768,9391436,"2L",12.7052141072548,0.195464832419304,16,49
"1020",9431714,9434912,"2L",17.1510467588054,0.12250747684861,45,95
"1023",9397180,9397746,"2L",5.41427244854083,0.17465394995293,11,20
"1027",9250295,9251008,"2L",6.19995149447824,0.140907988510869,20,24
"1028",9460547,9462275,"2L",12.2053150152036,0.128477000160038,45,50
"1030",9533582,9538651,"2L",14.6108749817629,0.0749275640090406,60,135
"1031",9534900,9538651,"2L",16.9385145784784,0.0896217702564997,57,132
"1033",9540644,9541744,"2L",15.4541257829951,0.271125013736757,16,41
"1034",9542947,9543475,"2L",4.44063203076758,0.134564606992957,4,29
"1035",9544175,9544789,"2L",11.6062528661085,0.297596227336115,19,20
"1038",9608898,9612532,"2L",10.8286585410408,0.0984423503730986,50,60
"1043",9701053,9708266,"2L",10.0915166747536,0.144164523925051,28,42
"1044",9709030,9711137,"2L",15.6403988568002,0.171872514909892,23,68
"1045",9703085,9703539,"2L",5.00485002618134,0.208535417757556,10,14
"1047",9624861,9625223,"2L",8.61302270378251,0.195750515995057,30,14
"1050",9573773,9576188,"2L",20.2420847846573,0.182361124186102,40,71
"1052",9549582,9555938,"2L",37.4393617315736,0.196017600688867,77,114
"1054",9730004,9730630,"2L",6.02740519129066,0.154548851058735,7,32
"1059",9769084,9770373,"2L",17.7475764786873,0.281707563153767,22,41
"1063",9895378,9896037,"2L",6.21857424332158,0.177673549809188,10,25
"1065",9915348,9917118,"2L",18.8205038051573,0.313675063419288,15,45
"1067",9920374,9921318,"2L",9.4773890430951,0.148084203798361,31,33
"1068",9921741,9922724,"2L",9.89998079573789,0.210637889271019,16,31
"1077",9940920,9944655,"2L",16.8137371367742,0.158620161667681,34,72
"1080",9932590,9933092,"2L",8.28525868230793,0.202079480056291,22,19
"1081",9922797,9924860,"2L",11.6145325249293,0.113867965930679,43,59
"1094",9748015,9750020,"2L",15.1547259777778,0.151547259777778,47,53
"1100",10026762,10028963,"2L",29.4007743807037,0.172945731651198,82,88
"1101",10032893,10038870,"2L",13.727606519199,0.196108664559986,22,48
"1102",10049616,10050895,"2L",12.943152140806,0.168092884945533,36,41
"1103",10054356,10055869,"2L",20.3101853818907,0.220762884585768,47,45
"1105",10062572,10063834,"2L",18.8515564298057,0.214222232156883,42,46
"1106",10147085,10155213,"2L",15.9975606343267,0.0820387724837268,84,111
"1120",10189919,10191424,"2L",13.6937084156241,0.201378064935648,16,52
"1121",10122344,10122739,"2L",15.8158510484238,0.367810489498228,20,23
"1122",10091585,10092235,"2L",10.5434300351336,0.251034048455562,13,29
"1164",10444760,10449709,"2L",28.468170265132,0.201901916773986,51,90
"1167",10477386,10482916,"2L",29.3093339735011,0.357430902115867,28,54
"1171",10485751,10488497,"2L",7.06748079255016,0.0692890273779427,25,77
"1173",10452713,10455822,"2L",37.1336917599873,0.244300603684127,60,92
"1202",10507194,10507865,"2L",7.55189633139,0.1510379266278,21,29
"1204",10529537,10531404,"2L",13.157707460652,0.173127729745421,22,54
"1205",10531852,10533573,"2L",14.3952007702057,0.182217731268427,31,48
"1206",10534973,10536312,"2L",13.1980421034458,0.169205667992895,23,55
"1213",10677908,10679352,"2L",17.8606792956555,0.171737300919764,60,44
"1214",10681047,10681355,"2L",4.74218538861524,0.152973722213395,16,15
"1215",10681991,10682278,"2L",15.432876778206,0.233831466336455,36,30
"1216",10703634,10704904,"2L",11.7456279028766,0.122350290654965,45,51
"1218",10730299,10731264,"2L",7.13021506606085,0.148546147209601,10,38
"1225",10736379,10736957,"2L",3.71726456416099,0.142971714006192,7,19
"1231",10693035,10694060,"2L",30.0416783227658,0.273106166570598,39,71
"1232",10688816,10689196,"2L",10.4809038039406,0.149727197199151,39,31
"1233",10686465,10686947,"2L",25.4666264786021,0.265277359152105,53,43
"1235",10629502,10630995,"2L",13.5559369399679,0.155815367126068,32,55
"1237",10508090,10510238,"2L",20.0195864008831,0.152821270235749,41,90
"1242",10820733,10821905,"2L",16.1355076556658,0.227260671206561,23,48
"1243",10858835,10861518,"2L",18.9240803026866,0.151392642421493,59,66
"1252",11015645,11016400,"2L",13.4083603584884,0.285284262946562,23,24
"1259",10975905,10976290,"2L",2.52738861747842,0.168492574498561,4,11
"1266",10856876,10857977,"2L",9.15509526526055,0.179511671867854,12,39
"1267",10855190,10856278,"2L",6.20628362783789,0.137917413951953,12,33
"1285",11171287,11171634,"2L",4.75922156810951,0.169972198861054,10,18
"1297",11486210,11486705,"2L",10.7525263669627,0.43010105467851,10,15
"1299",11529552,11530994,"2L",17.8294915823368,0.214813151594419,46,37
"1303",11496904,11498882,"2L",12.9081113756373,0.124116455534974,35,69
"1309",11811120,11812431,"2L",20.4642121072903,0.255802651341129,33,47
"1322",11847231,11849112,"2L",18.060150446774,0.190106846808147,31,64
"1326",11937969,11939199,"2L",13.2278739487062,0.194527558069209,29,39
"1327",11944235,11946407,"2L",21.1838243546508,0.232789278622536,34,57
"1340",12083317,12085529,"2L",10.9199651113792,0.103999667727421,46,59
"1341",12083317,12085086,"2L",10.7753743094626,0.104615284557889,45,58
"1353",11827463,11829235,"2L",12.368476646968,0.169431186944767,18,55
"1354",12093862,12095009,"2L",7.66296009324948,0.127716001554158,30,30
"1358",12109643,12110452,"2L",7.95305944316197,0.130378023658393,29,32
"1361",12170657,12171193,"2L",8.72766982090707,0.290922327363569,10,20
"1362",12173070,12173600,"2L",6.93399223805056,0.247642579930377,10,18
"1373",12398383,12401633,"2L",32.1662400375529,0.193772530346704,60,106
"1375",12428057,12429969,"2L",9.26817318199593,0.0926817318199593,45,55
"1382",12441792,12444388,"2L",17.8866777611377,0.140839982371163,53,74
"1383",12430075,12430787,"2L",6.90407048684905,0.203060896672031,15,19
"1386",12407182,12421704,"2L",7.82367938217557,0.205886299530936,16,22
"1388",12678797,12685822,"2L",8.58253558918864,0.107281694864858,27,53
"1389",12693083,12693841,"2L",5.17682832155134,0.139914278960847,14,23
"1400",12690541,12692822,"2L",20.0080649908547,0.29423624986551,12,56
"1401",12667268,12669274,"2L",27.5159397436388,0.245678033425346,47,65
"1425",13227853,13228404,"2L",8.10051585060168,0.180011463346704,21,24
"1429",13246650,13249960,"2L",7.64481944852709,0.147015758625521,22,30
"1448",13233978,13234595,"2L",5.7324075605688,0.179137736267775,9,23
"1470",13639709,13641248,"2L",3.38622043574385,0.0915194712363204,8,29
"1475",13447673,13449346,"2L",13.9764420781492,0.138380614635141,36,65
"1484",13665826,13669772,"2L",21.3338193124119,0.219936281571257,46,51
"1486",13736193,13736708,"2L",14.6423285915394,0.23616659018612,32,30
"1503",13906587,13909106,"2L",15.0001513971916,0.159576078693528,27,67
"1504",13909640,13911637,"2L",24.4385545011015,0.214373285097382,56,58
"1506",13945232,13947100,"2L",21.8250618608878,0.32574719195355,33,34
"1507",13932999,13934609,"2L",23.0520496351342,0.384200827252237,30,30
"1508",13921828,13923360,"2L",11.205871593934,0.193204682654034,19,39
"1525",13980210,13982637,"2L",12.8262531236594,0.111532635857908,45,70
"1526",13980210,13982637,"2L",12.6669166865909,0.106444678038579,45,74
"1527",14015796,14019006,"2L",32.2928393463547,0.258342714770838,43,82
"1528",14027032,14029236,"2L",10.5464739541456,0.107617081164751,31,67
"1534",13983425,13993487,"2L",16.9673337232665,0.076429431185885,80,142
"1538",13965090,13966924,"2L",15.2058060919576,0.192478558126045,35,44
"1545",14359380,14361275,"2L",21.6715572282721,0.190101379195369,48,66
"1547",14424416,14425131,"2L",7.47358984204993,0.128854997276723,27,31
"1548",14416838,14417318,"2L",2.47120167852655,0.145364804619209,2,15
"1549",14391182,14408436,"2L",18.1103230616098,0.121545792359797,89,60
"1550",14378824,14381134,"2L",9.08725927566769,0.106908932654914,14,71
"1551",14352664,14354997,"2L",6.702607486351,0.0650738590907864,21,82
"1553",14347358,14348706,"2L",5.51443295697046,0.100262417399463,16,39
"1555",14491246,14493158,"2L",12.1368078455717,0.123844978016038,43,55
"1569",14875416,14876068,"2L",8.41389292037248,0.26293415376164,16,16
"1574",15005825,15006536,"2L",2.80320983294653,0.127418628770297,3,19
"1580",15075645,15095726,"2L",22.6515606520208,0.124459124461653,62,120
"1581",15109585,15112911,"2L",9.82228668098878,0.112899846907917,31,56
"1596",15006648,15007341,"2L",5.93923088834145,0.16969231109547,13,22
"1597",15285027,15285902,"2L",10.7333978354351,0.198766626582131,22,32
"1604",15423725,15425430,"2L",9.07564828132551,0.119416424754283,24,52
"1605",15361001,15361588,"2L",10.8205233508396,0.263915203679015,17,24
